area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1480,2,2,93
Super built-up  Area,17-Jul,Marathahalli,2 BHK,Prionad,1358,2,1,109
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,PaownNe,580,1,1,55
Super built-up  Area,18-May,Choodasandra,2 BHK,Emhtsl ,1197,2,1,91
Plot  Area,Ready To Move,HRBR Layout,4 Bedroom,,1200,2,1,198
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1705,3,1,138
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1310,2,1,65.83
Super built-up  Area,21-Jul,Hoodi,2 BHK,GoAirej,1132,2,0,95.9
Plot  Area,Ready To Move,SMV layout,3 Bedroom,,1200,3,0,168
Built-up  Area,Ready To Move,Peenya,2 BHK,,814,2,1,83
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3,2,118
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,MaidoPl,1302,2,1,94
Plot  Area,Ready To Move,Sultan Palaya,6 Bedroom,,1800,8,1,203
Super built-up  Area,18-Jan,Hegde Nagar,3 BHK,SoisoCa,2006.8,4,2,224
Built-up  Area,Ready To Move,Saptagiri Layout,2 BHK,,1100,2,2,72
Plot  Area,Ready To Move,Vijaya Bank Layout,5 Bedroom,,2400,5,2,428
Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,,830,2,2,65
Built-up  Area,Ready To Move, Electronic City,1 RK,GMown E,435,1,1,47.5
Super built-up  Area,Ready To Move,Mathikere,3 BHK,Dovel M,1590,3,0,148
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1140,2,1,61.06
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Srire S,1090,2,2,87.8
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1922,3,3,134
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,965,2,1,95
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,,883,2,1,68.95
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1062,2,1,70.47
Super built-up  Area,18-Oct,Electronic City Phase II,2 BHK,SRhtsa ,888 - 1290,2,0,60.67
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,ARngsd ,1358,2,1,71.1
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1108,2,1,115
Super built-up  Area,17-Jun,Harlur,2 BHK,Prncyrn,1197,2,1,107
Super built-up  Area,19-Jul,Sarjapur  Road,2 BHK,Frhtsr ,1190,2,1,78
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3754,6,2,458
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1749,3,1,145
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,1750,3,2,243
Super built-up  Area,18-Aug,Kasavanhalli,3 BHK,,1691,3,2,132
Built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1449,3,2,128
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,SNeur G,1360 - 1890,,,115.72
Built-up  Area,Ready To Move,Whitefield,2 BHK,Vastael,1400,2,1,108
Super built-up  Area,18-Dec,Electronic City,3 BHK,,1310,2,1,65.83
Built-up  Area,18-May,Vijayabank bank layout,2 BHK,,1100,2,1,76
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,,1230,2,2,81.51
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1750,3,2,158
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,3,2,128
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,SNnia E,1810,3,2,154
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2,1,90.3
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Baentgi,1420,3,2,113
Super built-up  Area,21-Dec,Old Airport Road,4 BHK,Jaades ,2658,5,3,215
Super built-up  Area,18-Oct,6th block Koramangala,3 BHK,,1450,2,3,117.6
Super built-up  Area,Ready To Move,D Group Employees Layout,4 BHK,,1200,4,1,258
Built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,Hoens T,1367,2,2,90
Built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,2254,3,2,198
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,70
Plot  Area,Ready To Move,Sanjay nagar,5 Bedroom,,1200,4,0,213
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,KMnorab,1711,3,3,103
Plot  Area,Ready To Move,Hosahalli Extension,9 Bedroom,,750,6,3,140
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2,2,65.97
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2,1,75
Built-up  Area,Ready To Move,Basavangudi,2 BHK,Asncyes,1560,2,2,173
Super built-up  Area,Ready To Move,1Channasandra,14 BHK,,1250,15,0,153
Super built-up  Area,18-Aug,Kanakpura Road,2 BHK,,1225,2,2,88
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2,0,94
Built-up  Area,Ready To Move,Tala Cauvery Layout,2 BHK,Skarkev,1340,2,3,105
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1846,3,3,173
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1155,2,1,74
Super built-up  Area,17-Jun,Balagere,2 BHK,Soresea,1205,2,1,98
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2,1,64
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2,2,66.65
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,ShshaSa,1300,2,1,91
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Soodsa ,1051,2,2,88
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1134,2,1,73.36
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2500,4,1,288
Plot  Area,18-May,Yemlur,8 Bedroom,Epllan ,12000,9,,1928
Built-up  Area,Ready To Move,Basavanapura,2 BHK,Dwity T,1135,2,2,60.91
Built-up  Area,Ready To Move,"Whitefield, ",3 BHK,,1745,3,2,105
Plot  Area,Ready To Move,Banashankari,5 Bedroom,,500,5,2,120
Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Srowsrj,1665,3,2,133
Super built-up  Area,17-Dec,Bellari Road,2 BHK,SaareNo,1220,2,2,76.79
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,1868,3,2,141
Built-up  Area,Ready To Move,Anandapura,3 Bedroom,,640,3,0,73
Plot  Area,Ready To Move,Vaderahalli,4 Bedroom,,2300,4,,228
Super built-up  Area,20-Dec,Akshayanagara East,2 BHK,,1210,2,1,104
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJodsed,1351,2,1,105
Super built-up  Area,21-Dec,Hebbal,3 BHK,Oztarol,1636,3,1,147
Plot  Area,Ready To Move,R.T. Nagar,5 Bedroom,,2400,6,1,478
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NRowse ,1464,2,2,84
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,418,1,1,40
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2,2,90
Super built-up  Area,18-Jul,Bannerghatta,3 BHK,Mamespa,2370,4,2,223
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2,2,102.5
Super built-up  Area,Ready To Move,Mallathahalli,2 BHK,DSvil S,1100,2,1,74
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1350,3,2,86
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1290,2,2,80
Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1220,2,1,63.23
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SollaMa,1846,3,2,183
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3,2,163
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,3100,4,2,378
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1430,2,2,138
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,935,2,1,73
Plot  Area,Ready To Move,Attibele,3 Bedroom,,1350,3,1,113
Built-up  Area,Ready To Move,Kammanahalli,3 Bedroom,,540,3,1,88
Super built-up  Area,18-Sep,Hennur Road,3 BHK,Shxorm ,1590,3,2,124.5
Built-up  Area,18-Apr,Peenya,3 BHK,,1286,3,1,95
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,,1141,2,2,68
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,,1554,3,3,158
Built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,3,3,458
Super built-up  Area,19-Jan,Malleshwaram,5 BHK,,7500,7,3,1728
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1749,3,2,140
Plot  Area,Ready To Move,4th Phase JP Nagar,5 Bedroom,,2250,5,1,388
Carpet  Area,Ready To Move,K R C kothanur,2 BHK,,1140,2,3,73
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1632,3,1,156
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,ItRRVna,1000,2,1,69
Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,Salms G,1065,2,1,86
Super built-up  Area,18-Mar,Haralur Road,3 BHK,SNnia E,1520,2,2,124
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,71
Built-up  Area,Ready To Move,Srirampuram,7 BHK,,5,7,3,143
Built-up  Area,Ready To Move,Gubbalala,3 BHK,Names H,1539,2,2,80.36
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2,2,143
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Feissx ,1004,2,1,77
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1295,2,2,123
Super built-up  Area,17-Oct,Thanisandra,2 BHK,Bhmesy ,1098,2,1,102
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1070,2,1,73.5
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,,1016,2,2,68
Built-up  Area,Ready To Move,Bellandur,3 BHK,Srthaa ,1450,3,1,96
Super built-up  Area,18-Apr,Yelahanka,1 BHK,Prensya,654,1,1,65
Super built-up  Area,Ready To Move,Koramangala,4 BHK,,5985,4,,803
Super built-up  Area,18-Aug,Yelachenahalli,2 BHK,,1080,2,2,66
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saahaat,1046,2,1,103
Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,1950,3,3,193
Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1610,3,1,112.53
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,2493,3,,143
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1151,2,2,78.5
Super built-up  Area,Ready To Move,Electronic City,2 BHK,PaanaCh,1125,2,1,86
Super built-up  Area,18-Mar,Kammasandra,2 BHK,,992,2,2,53.79
Super built-up  Area,Ready To Move,1st Block Jayanagar,2 BHK,,1000,3,2,88
Plot  Area,Ready To Move,Banashankari Stage II,5 Bedroom,,2400,3,2,538
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,AxinoCi,1850,3,2,118
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2,1,103
Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2466 - 2856,,,254.5
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,1100,2,1,73
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1095,2,1,66.33
Super built-up  Area,20-Dec,Banashankari,3 BHK,,3580,3,1,439
Plot  Area,18-Mar,Choodasandra,3 Bedroom,,900,4,3,183
Super built-up  Area,Ready To Move,Kengeri Hobli,3 BHK,,1082,2,0,70
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1350,2,3,75.24
Super built-up  Area,17-Dec,Kadugodi,2 BHK,Alestrb,1314,2,2,106
Super built-up  Area,18-May,Maithri Layout,2 BHK,,1290,2,3,68.63
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,WishiVa,1010,2,2,83
Built-up  Area,Ready To Move,Shivaji Nagar,2 Bedroom,,2200,2,0,138
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1636,3,2,125
Super built-up  Area,18-Jul,9th Phase JP Nagar,2 BHK,,1050,2,2,67
Plot  Area,Ready To Move,7th Phase JP Nagar,2 Bedroom,,1200,2,2,228
Super built-up  Area,18-Aug,Haralur Road,3 BHK,SNnia E,1520,2,2,153
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,,2500,5,,138
Super built-up  Area,20-Aug,Sarjapur  Road,2 BHK,Ahciace,1067,2,1,88
Built-up  Area,Ready To Move,NRI Layout,2 BHK,,1060,2,2,63
Super built-up  Area,18-Mar,Bommasandra,2 BHK,SSestth,955,2,1,63.28
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2,2,132
Plot  Area,Ready To Move,8th Phase JP Nagar,9 Bedroom,,1200,8,,253
Built-up  Area,Ready To Move,Anekal,2 BHK,,700,1,0,47.4
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1366,2,1,111
Built-up  Area,Ready To Move,Electronic City,2 BHK,PronsEn,1090,2,2,63.03
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1250,3,2,86
Super built-up  Area,Ready To Move,Richards Town,4 BHK,,3600,4,3,478
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,,950,2,1,61
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Suurtni,1470,2,2,198
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1250,2,2,68
Plot  Area,Ready To Move,HBR Layout,4 Bedroom,,800,4,1,208
Super built-up  Area,Ready To Move,Badavala Nagar,3 BHK,DNncasa,1494,2,2,122.55
Built-up  Area,18-May,Hennur Road,3 BHK,Maity W,1445,2,1,133
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3,3,133
Super built-up  Area,19-Dec,Vijayanagar,1 BHK,Saityat,606,1,1,68
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2,1,62.5
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,,1170,2,2,68
Super built-up  Area,18-Dec,Koramangala,4 BHK,Prood P,2461,6,2,381
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Dwterai,1205,2,1,103
Plot  Area,Ready To Move,Cottonpet,8 Bedroom,,1224,4,0,228
Built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,,660,1,0,103
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,,1153,2,2,71.5
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,,2400,5,3,303
Super built-up  Area,18-May,Old Madras Road,5 BHK,Brica E,4500,7,3,322
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,J isear,1200,2,2,90
Built-up  Area,Ready To Move,Vignana Nagar,3 BHK,Mallad ,1450,3,3,70
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1139,2,2,88
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soinequ,1530,3,2,133
Plot  Area,18-Feb,2nd Block Jayanagar,6 Bedroom,,825,6,,428
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3,3,129
Super built-up  Area,Ready To Move,Whitefield,1 BHK,Pranthi,650,1,1,53
Super built-up  Area,18-Apr,Sai Gardens,2 BHK,,1120,2,2,68
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,BMoldar,1700,3,1,108
Super built-up  Area,Ready To Move,Varthur,2 BHK,Ikmesay,1090,2,2,76
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1897,4,2,121
Plot  Area,18-Feb,Nelamangala,3 Bedroom,V2gesre,1200,3,2,100
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2,1,68
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1437,2,1,99.13
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1856,3,1,148
Plot  Area,Ready To Move,Singanayakanahalli,3 Bedroom,,1500,2,0,93
Super built-up  Area,18-Dec,Hennur Road,2 BHK,Koagati,1036,2,1,87.45
Super built-up  Area,Ready To Move,Attur Layout,6 BHK,,3000,8,,118
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Inasy E,1125,2,2,68
Super built-up  Area,18-Oct,Uttarahalli,3 BHK,,1320,2,3,83.44
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,4,1,338
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1,1,44
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1730,3,3,138
Plot  Area,Ready To Move,Mahalakshmi Puram,4 Bedroom,,750,4,0,113
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1804,3,1,143
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1795,3,2,168
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Srayai ,1050,2,1,78
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Prndsde,2100,3,3,148
Built-up  Area,Ready To Move,Rayasandra,3 BHK,,1199,2,1,76.5
Plot  Area,Ready To Move,SBM Colony,3 Bedroom,,1350,2,2,308
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,,1100,2,2,75
Plot  Area,Ready To Move,Udaya Nagar,2 Bedroom,,1000,1,1,103
Super built-up  Area,22-Mar,Kanakapura,3 BHK,,1254,2,2,98
Plot  Area,18-Apr,Medahalli,8 Bedroom,,600,8,,98
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Solle V,940,2,2,77
Built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,MaeamSu,1280,2,2,108
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Sulesil,2155,3,3,153
Built-up  Area,Ready To Move,Sarjapur  Road,5 Bedroom,Reyle L,3200,5,3,168
Super built-up  Area,18-Oct,Kasavanhalli,4 BHK,,4260,4,3,300
Super built-up  Area,20-Aug,Hebbal,3 BHK,Magiaya,1255,2,1,123
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1388,3,3,97.99
Built-up  Area,17-Jun, Whitefield,1 RK,Prtates,905,1,1,80
Super built-up  Area,Ready To Move,VGP Layout,2 BHK,Vaurtar,1176,2,2,72
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Hemai D,1390,2,2,89.16
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,,2400,4,2,428
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1160,2,1,83
Super built-up  Area,Ready To Move,Seegehalli,4 BHK,,2800,4,3,168
Plot  Area,Ready To Move,5th Block Hbr Layout,4 Bedroom,,1200,4,2,233
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3,3,143
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3,,91
Built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,TealdEm,1170,2,2,114
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1350,2,,79
Super built-up  Area,Ready To Move,Gottigere,2 BHK,HivanBr,1075,2,2,58
Built-up  Area,Ready To Move,Hosa Road,2 BHK,,972,2,2,68
Super built-up  Area,19-Jan,Bannerghatta Road,3 BHK,Hiatei ,1486,3,1,111.22
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,555,1,0,65
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4830,5,1,418
Built-up  Area,Ready To Move,Cottonpet,2 BHK,,850,2,1,103
Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282,3,2,206
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4,3,226
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2383,5,1,243
Carpet  Area,Ready To Move,Naganathapura,2 BHK,Malmsri,1103,2,1,83
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1577,3,2,95
Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1465,3,2,108.01
Built-up  Area,Ready To Move,Vimanapura,3 BHK,Inion P,1600,3,1,92
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,TGeepga,1090,2,2,73
Super built-up  Area,19-Dec,Yelahanka,3 BHK,Goues A,1721,3,3,108.86
Built-up  Area,Ready To Move,Seetharampalya,2 BHK,,1100,2,1,83
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1450,3,2,99
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1071,2,1,90
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2266,3,2,197
Super built-up  Area,Ready To Move,Kundalahalli Colony,3 BHK,Goourta,2065,3,2,158
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1800,3,2,118
Built-up  Area,Ready To Move,Defence Colony,2 BHK,,1150,2,2,153
Plot  Area,Ready To Move,Housing Board Layout Vijay Nagar,8 Bedroom,,1200,8,2,248
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1123,2,1,84
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1884,3,3,126
Plot  Area,Ready To Move,1st Block Jayanagar,7 Bedroom,,930,4,2,113
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1145,2,1,103
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1328,2,2,88
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,950,2,1,83
Super built-up  Area,Ready To Move,Thomas Town,2 BHK,TuiteIn,1250,2,,87
Built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1115,2,0,74
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1318,3,1,82
Built-up  Area,Ready To Move,JP Nagar,3 BHK,,3300,4,3,188
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,,1280,2,1,76
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1230,2,2,87
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1420,2,2,88
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2111,4,3,148
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1100,2,1,82
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1750,3,2,164
Built-up  Area,Ready To Move,RMV 2nd Stage,3 BHK,,2550,4,2,318
Super built-up  Area,Ready To Move,Shampura,2 BHK,,700,1,2,63
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1050,2,1,70
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Ihnueut,1235,2,3,118
Plot  Area,Ready To Move,Yeshwanthpur,2 Bedroom,Pantym ,1200,2,0,91
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,900,2,0,58
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1146,2,1,66
Plot  Area,Ready To Move,Yeshwanthpur,4 Bedroom,,1200,4,1,138
Super built-up  Area,Ready To Move,Banashankari,1 BHK,,2400,1,1,228
Plot  Area,Ready To Move,Marathahalli,6 Bedroom,,1200,5,2,136
Built-up  Area,Ready To Move,Devarachikkanahalli,1 BHK,,615,1,1,52
Super built-up  Area,19-Apr,Mysore Road,2 BHK,Brama P,1070,2,1,77.65
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,1538,5,2,328
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1355,2,3,86.25
Built-up  Area,Ready To Move,Venkatapura,4 BHK,ThBayah,3080,2,1,313
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,,1800,3,3,108
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1400,2,3,78.06
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1123,2,1,76
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,,1200,2,1,158
Built-up  Area,Ready To Move,Kengeri,2 BHK,UKanema,787,2,1,59
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2,1,73
Super built-up  Area,Ready To Move,Seegehalli,2 BHK,,1096,2,1,69
Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,,1200,7,2,168
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1140,3,1,158
Carpet  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,Niiman ,1130,2,1,80
Built-up  Area,Ready To Move,Electronic City,1 BHK,,550,1,1,40
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1058,2,2,113
Built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1269,2,1,101
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,,946,3,,168
Super built-up  Area,Ready To Move,4th Block Koramangala,4 BHK,,3400,6,,448
Super built-up  Area,19-Jan,Kanakpura Road,4 BHK,PrityFa,2689,6,2,273
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1976,3,3,93.21
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Gilleon,1820,3,3,105
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1329,2,1,84
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1350,2,1,108.99
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1250,3,0,203
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2,1,68
Plot  Area,Ready To Move,Manganahalli,6 Bedroom,,800,6,2,126
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2,2,99.5
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,938,2,0,63
Super built-up  Area,Ready To Move,Kuvempu Nagar,1 BHK,,450,1,1,53
Built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Komesa ,1100,2,2,98
Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,600,3,1,123
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1060,2,1,68
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1125,2,2,68
Built-up  Area,Ready To Move,Whitefield,1 BHK,SatraNa,810,1,0,49
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1060,2,1,93
Plot  Area,Ready To Move,Anandapura,4 Bedroom,,1749,4,0,118
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,,1200,2,2,103
Super built-up  Area,Ready To Move,Cleveland Town,2 BHK,Lehidrc,1100,2,1,113
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 700,1,0,60.64
Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,,720,4,2,76
Plot  Area,Ready To Move,Gunjur,5 Bedroom,Chranya,6613,7,,978
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Goeur G,1925,3,3,138
Built-up  Area,Ready To Move,Kengeri,1 BHK,,502,1,1,53
